risk_aversion_a,profile_label,expected_return,variance,risk,utility
7.95,Conservative,2.2588057541449724,0.27951911605265783,0.5286956743275453,1.1477172678356575
8.0,Conservative,2.2449199257459806,0.2760367420995815,0.5253919889944855,1.1407729573476546
8.05,Conservative,2.231206184328134,0.2726189536877589,0.522129249982951,1.1339148957349041
8.1,Conservative,2.2176618702627935,0.26926429246106454,0.5189068244502711,1.1271414857954822
8.15,Conservative,2.2042839879534664,0.265971243786485,0.515723999622361,1.12045116952354
8.2,Conservative,2.191068745870531,0.2627381265751313,0.5125798733613438,1.113842426912493
8.25,Conservative,2.178014097377223,0.2595637145627991,0.5094739586699197,1.1073137748056767
8.3,Conservative,2.165117032609116,0.2564465703193778,0.5064055393845706,1.100863765783698
8.35,Conservative,2.152373347660691,0.2533849965422817,0.5033736152623434,1.0944909870966653
8.4,Conservative,2.13978320054012,0.2503783668831623,0.5003782238298968,1.0881940596308384
8.45,Conservative,2.1273398778696917,0.24742443572849665,0.49741776780538977,1.0819716369167935
8.5,Conservative,2.1150443684001106,0.24452281511468446,0.49449248236417553,1.0758224041627016
8.55,Conservative,2.102892168195986,0.24167183411956553,0.49160129588881835,1.0697450773348431
8.6,Conservative,2.09088117919092,0.23887041323957658,0.4887437091560121,1.0637384022607406
8.65,Conservative,2.0790098461966813,0.23611761674733772,0.48591935210211346,1.0578011537644456
8.7,Conservative,2.067273472293141,0.23341180171410908,0.483127107202762,1.0519321348367667
8.75,Conservative,2.0556722533715948,0.23075247486722844,0.480367021002929,1.0461301758274704
8.8,Conservative,2.0442023304927535,0.22813822655061256,0.47763817534888536,1.0403941336700582
8.85,Conservative,2.0328631256263963,0.2255684145755721,0.47494043266032016,1.0347228911294897
8.9,Conservative,2.021650221303245,0.22304154274728868,0.4722727419058702,1.0291153560778101
8.95,Conservative,2.0105636126678474,0.22055712891095053,0.4696351018726672,1.023570460791344
9.0,Conservative,1.999599572607747,0.21811386918519646,0.467026625777585,1.0180871612743627
9.05,Conservative,1.988756561279481,0.21571096677953633,0.464446947217372,1.0126644366020792
9.1,Conservative,1.978032684148755,0.21334755952972723,0.46189561540431107,1.0073012882884962
9.15,Conservative,1.9674257468443228,0.2110227338082504,0.4593721082175652,1.0019967396715772
9.2,Conservative,1.9569349927763873,0.20873590379451243,0.4568762456010516,0.9967498353216302
9.25,Conservative,1.946557191040799,0.20648595688083343,0.45440725883378386,0.9915596404669444
9.3,Conservative,1.9362906182501551,0.204272124260658,0.45196473785092794,0.9864252404380954
9.35,Conservative,1.9261335762746654,0.20209365479013833,0.44954827859768115,0.9813457401307688
9.4,Conservative,1.916086055730854,0.19995016856274803,0.447157878788631,0.9763202634859384
9.45,Conservative,1.9061435528387682,0.19784033859340353,0.4447924668802334,0.9713479529849367
9.5,Conservative,1.896306731216781,0.19576394990624002,0.4424522007022228,0.9664279691621409
9.55,Conservative,1.8865716565352209,0.19371982542455288,0.4401361441923997,0.9615594901329808
9.6,Conservative,1.8769384478119273,0.19170765347442698,0.43784432561633935,0.9567417111346779
9.65,Conservative,1.86740543741402,0.1897267550942665,0.4355763481805073,0.9519738440841842
9.7,Conservative,1.8579705474768664,0.18777637738759753,0.43333171749549737,0.9472551171470185
9.75,Conservative,1.848632897461088,0.18585602525941747,0.4311102240256168,0.9425847743214277
9.8,Conservative,1.839389129059013,0.1839647049030103,0.4289110687578607,0.9379620750342624
9.85,Conservative,1.8302407801595477,0.18210243378879964,0.42673461751866304,0.9333862937497095
9.9,Conservative,1.8211842773120555,0.18026819347956988,0.424580020113488,0.9288567195881845
9.95,Conservative,1.8122182268989864,0.17846142129399584,0.42244694494574797,0.9243726559613572
10.0,Conservative,1.8033425267407002,0.1766818213061783,0.42033536766036983,0.9199334202098087
